"SiteID","ConfigID","AntennaID","Node","ValidNode","StartDate","EndDate","Comment","SiteType","SiteName","ModelMainBranch","AntennaGroup","ArrayOrder","SiteDescription","SiteTypeName","RKM","RKMTotal","Latitude","Longitude"
"15D",100,"C6","Below_GRA_Obs",NA,2012-03-15 00:00:00,NA,NA,"INT","Fifteenmile Ck at Dry Ck",NA,"Downstream Dry Ck",NA,"INSTREAM DETECTION ARRAY AT THE CONFLUENCE OF FIFTEENMILE CREEK AND DRY CREEK. THE SITE CONSISTS OF A FS1001M MULTIPLEXING TRANCEIVER, CELL MODEM, AND SIX ANTENNAS. THE ANTENNA CONFIGURATION CONSISTS OF TWO ARRAYS EACH ON DRY AND FIFTEEN MILE CREEKS, SPANNING THE WIDTH OF THE CREEKS WITHIN THE NORMAL HIGH WATER MARKS. THE ANTENNA ARRAYS ON DRY CREEK CONSIST OF ONE ANTENNA EACH. THE ARRAYS ON FIFTEENMILE CREEK CONSIST OF TWO ANTENNAS EACH. ANTENNAS ARE SECURED TO THE SUBSTRATE FOR PASS-OVER DETECTION. SITE IS GRID-POWERED AND OPERATES YEAR-ROUND. SITE IS ON PRIVATE LAND.","Instream Remote Detection System","309.038",347,45.50615826,-121.0462182
"15R",100,"E1","Below_GRA_Obs",NA,2011-05-10 00:00:00,2018-04-04 18:00:00,NA,"INT","Fifteenmile Ck at Ramsey Ck",NA,"Upstream Ramsey Ck",NA,"INSTREAM DETECTION ARRAY AT THE CONFLUENCE OF FIFTEENMILE CREEK AND RAMSEY CREEK, CONSISTING OF A FS1001M MULTIPLEXING TRANCEIVER, CELL MODEM, AND SIX ANTENNAS. THE ANTENNA CONFIGURATION FOR THIS SITE CONSISTS OF TWO ARRAYS EACH ON RAMSEY AND FIFTEENMILE CREEKS SPANNING THE WIDTH OF THE CREEKS WITHIN THE NORMAL HIGH WATER MARKS. THE ARRAYS ON RAMSEY CREEK CONSIST OF ONE ANTENNA EACH. THE ARRAYS ON FIFTEENMILE CREEK CONSIST OF TWO ANTENNAS EACH. ANTENNAS ARE SECURED TO THE SUBSTRATE FOR PASS-OVER DETECTION. SITE IS SOLAR-POWERED AND OPERATES YEAR-ROUND. LOCATED ON PRIVATE LAND. Site was removed in April 2018","Instream Remote Detection System","309.056",365,45.43371895,-121.2172112
"15R",100,"E2","Below_GRA_Obs",NA,2011-05-10 00:00:00,2018-04-04 18:00:00,NA,"INT","Fifteenmile Ck at Ramsey Ck",NA,"Downstream Ramsey Ck",NA,"INSTREAM DETECTION ARRAY AT THE CONFLUENCE OF FIFTEENMILE CREEK AND RAMSEY CREEK, CONSISTING OF A FS1001M MULTIPLEXING TRANCEIVER, CELL MODEM, AND SIX ANTENNAS. THE ANTENNA CONFIGURATION FOR THIS SITE CONSISTS OF TWO ARRAYS EACH ON RAMSEY AND FIFTEENMILE CREEKS SPANNING THE WIDTH OF THE CREEKS WITHIN THE NORMAL HIGH WATER MARKS. THE ARRAYS ON RAMSEY CREEK CONSIST OF ONE ANTENNA EACH. THE ARRAYS ON FIFTEENMILE CREEK CONSIST OF TWO ANTENNAS EACH. ANTENNAS ARE SECURED TO THE SUBSTRATE FOR PASS-OVER DETECTION. SITE IS SOLAR-POWERED AND OPERATES YEAR-ROUND. LOCATED ON PRIVATE LAND. Site was removed in April 2018","Instream Remote Detection System","309.056",365,45.43371895,-121.2172112
"15R",100,"E3","Below_GRA_Obs",NA,2011-05-10 00:00:00,2018-04-04 18:00:00,NA,"INT","Fifteenmile Ck at Ramsey Ck",NA,"Upstream Fifteenmile Ck",NA,"INSTREAM DETECTION ARRAY AT THE CONFLUENCE OF FIFTEENMILE CREEK AND RAMSEY CREEK, CONSISTING OF A FS1001M MULTIPLEXING TRANCEIVER, CELL MODEM, AND SIX ANTENNAS. THE ANTENNA CONFIGURATION FOR THIS SITE CONSISTS OF TWO ARRAYS EACH ON RAMSEY AND FIFTEENMILE CREEKS SPANNING THE WIDTH OF THE CREEKS WITHIN THE NORMAL HIGH WATER MARKS. THE ARRAYS ON RAMSEY CREEK CONSIST OF ONE ANTENNA EACH. THE ARRAYS ON FIFTEENMILE CREEK CONSIST OF TWO ANTENNAS EACH. ANTENNAS ARE SECURED TO THE SUBSTRATE FOR PASS-OVER DETECTION. SITE IS SOLAR-POWERED AND OPERATES YEAR-ROUND. LOCATED ON PRIVATE LAND. Site was removed in April 2018","Instream Remote Detection System","309.056",365,45.43371895,-121.2172112
"15R",100,"E4","Below_GRA_Obs",NA,2011-05-10 00:00:00,2018-04-04 18:00:00,NA,"INT","Fifteenmile Ck at Ramsey Ck",NA,"Upstream Fifteenmile Ck",NA,"INSTREAM DETECTION ARRAY AT THE CONFLUENCE OF FIFTEENMILE CREEK AND RAMSEY CREEK, CONSISTING OF A FS1001M MULTIPLEXING TRANCEIVER, CELL MODEM, AND SIX ANTENNAS. THE ANTENNA CONFIGURATION FOR THIS SITE CONSISTS OF TWO ARRAYS EACH ON RAMSEY AND FIFTEENMILE CREEKS SPANNING THE WIDTH OF THE CREEKS WITHIN THE NORMAL HIGH WATER MARKS. THE ARRAYS ON RAMSEY CREEK CONSIST OF ONE ANTENNA EACH. THE ARRAYS ON FIFTEENMILE CREEK CONSIST OF TWO ANTENNAS EACH. ANTENNAS ARE SECURED TO THE SUBSTRATE FOR PASS-OVER DETECTION. SITE IS SOLAR-POWERED AND OPERATES YEAR-ROUND. LOCATED ON PRIVATE LAND. Site was removed in April 2018","Instream Remote Detection System","309.056",365,45.43371895,-121.2172112
"15R",100,"E5","Below_GRA_Obs",NA,2011-05-10 00:00:00,2018-04-04 18:00:00,NA,"INT","Fifteenmile Ck at Ramsey Ck",NA,"Downstream Fifteenmile Ck",NA,"INSTREAM DETECTION ARRAY AT THE CONFLUENCE OF FIFTEENMILE CREEK AND RAMSEY CREEK, CONSISTING OF A FS1001M MULTIPLEXING TRANCEIVER, CELL MODEM, AND SIX ANTENNAS. THE ANTENNA CONFIGURATION FOR THIS SITE CONSISTS OF TWO ARRAYS EACH ON RAMSEY AND FIFTEENMILE CREEKS SPANNING THE WIDTH OF THE CREEKS WITHIN THE NORMAL HIGH WATER MARKS. THE ARRAYS ON RAMSEY CREEK CONSIST OF ONE ANTENNA EACH. THE ARRAYS ON FIFTEENMILE CREEK CONSIST OF TWO ANTENNAS EACH. ANTENNAS ARE SECURED TO THE SUBSTRATE FOR PASS-OVER DETECTION. SITE IS SOLAR-POWERED AND OPERATES YEAR-ROUND. LOCATED ON PRIVATE LAND. Site was removed in April 2018","Instream Remote Detection System","309.056",365,45.43371895,-121.2172112
"15R",100,"E6","Below_GRA_Obs",NA,2011-05-10 00:00:00,2018-04-04 18:00:00,NA,"INT","Fifteenmile Ck at Ramsey Ck",NA,"Downstream Fifteenmile Ck",NA,"INSTREAM DETECTION ARRAY AT THE CONFLUENCE OF FIFTEENMILE CREEK AND RAMSEY CREEK, CONSISTING OF A FS1001M MULTIPLEXING TRANCEIVER, CELL MODEM, AND SIX ANTENNAS. THE ANTENNA CONFIGURATION FOR THIS SITE CONSISTS OF TWO ARRAYS EACH ON RAMSEY AND FIFTEENMILE CREEKS SPANNING THE WIDTH OF THE CREEKS WITHIN THE NORMAL HIGH WATER MARKS. THE ARRAYS ON RAMSEY CREEK CONSIST OF ONE ANTENNA EACH. THE ARRAYS ON FIFTEENMILE CREEK CONSIST OF TWO ANTENNAS EACH. ANTENNAS ARE SECURED TO THE SUBSTRATE FOR PASS-OVER DETECTION. SITE IS SOLAR-POWERED AND OPERATES YEAR-ROUND. LOCATED ON PRIVATE LAND. Site was removed in April 2018","Instream Remote Detection System","309.056",365,45.43371895,-121.2172112
"18M",100,"01","18MA0",NA,2014-05-01 00:00:00,2015-11-26 00:00:00,NA,"INT","Eighteenmile Creek",NA,"Upstream Array",NA,"An in-stream detection system on Eighteenmile Creek located approximately 300 meters upstream from the confluence with Texas Creek to form the Lemhi River.  This detection system is comprised of two arrays installed serially with one 10 ft. ABS antenna at each array location.  18M is operated by the Integrated Status and Effectiveness Monitoring Project (ISEMP) cooperators Idaho Fish and Game and Quantitative Consultants, Inc. and was installed in the summer of 2014.  The site is powered by batteries banks that are charged by solar panels next to the control box and communication is provided by a cellular telephone modem.  Environmental conditions are monitored by air temperature, water temperature, and water depth sensors.","Instream Remote Detection System","522.303.416.092.001",1334,44.682795,-113.35366
"18M",100,"02","18MA0",NA,2014-05-01 00:00:00,2015-11-26 00:00:00,NA,"INT","Eighteenmile Creek",NA,"Middle Array",NA,"An in-stream detection system on Eighteenmile Creek located approximately 300 meters upstream from the confluence with Texas Creek to form the Lemhi River.  This detection system is comprised of two arrays installed serially with one 10 ft. ABS antenna at each array location.  18M is operated by the Integrated Status and Effectiveness Monitoring Project (ISEMP) cooperators Idaho Fish and Game and Quantitative Consultants, Inc. and was installed in the summer of 2014.  The site is powered by batteries banks that are charged by solar panels next to the control box and communication is provided by a cellular telephone modem.  Environmental conditions are monitored by air temperature, water temperature, and water depth sensors.","Instream Remote Detection System","522.303.416.092.001",1334,44.682795,-113.35366
"18M",100,"03","18MB0",NA,2014-05-01 00:00:00,2015-11-26 00:00:00,NA,"INT","Eighteenmile Creek",NA,"Downstream Array",NA,"An in-stream detection system on Eighteenmile Creek located approximately 300 meters upstream from the confluence with Texas Creek to form the Lemhi River.  This detection system is comprised of two arrays installed serially with one 10 ft. ABS antenna at each array location.  18M is operated by the Integrated Status and Effectiveness Monitoring Project (ISEMP) cooperators Idaho Fish and Game and Quantitative Consultants, Inc. and was installed in the summer of 2014.  The site is powered by batteries banks that are charged by solar panels next to the control box and communication is provided by a cellular telephone modem.  Environmental conditions are monitored by air temperature, water temperature, and water depth sensors.","Instream Remote Detection System","522.303.416.092.001",1334,44.682795,-113.35366
"18M",110,"01","18MA0",NA,2017-05-04 00:00:00,NA,NA,"INT","Eighteenmile Creek",NA,"Upstream Antenna",NA,"An in-stream detection system on Eighteenmile Creek located approximately 300 meters upstream from the confluence with Texas Creek to form the Lemhi River.  This detection system is comprised of two arrays installed serially with one 10 ft. ABS antenna at each array location.  18M is operated by the Integrated Status and Effectiveness Monitoring Project (ISEMP) cooperators Idaho Fish and Game and Quantitative Consultants, Inc. and was installed in the summer of 2014.  The site is powered by batteries banks that are charged by solar panels next to the control box and communication is provided by a cellular telephone modem.  Environmental conditions are monitored by air temperature, water temperature, and water depth sensors.","Instream Remote Detection System","522.303.416.092.001",1334,44.682795,-113.35366
"18M",110,"02","18MB0",NA,2017-05-04 00:00:00,NA,NA,"INT","Eighteenmile Creek",NA,"Downstream Antenna",NA,"An in-stream detection system on Eighteenmile Creek located approximately 300 meters upstream from the confluence with Texas Creek to form the Lemhi River.  This detection system is comprised of two arrays installed serially with one 10 ft. ABS antenna at each array location.  18M is operated by the Integrated Status and Effectiveness Monitoring Project (ISEMP) cooperators Idaho Fish and Game and Quantitative Consultants, Inc. and was installed in the summer of 2014.  The site is powered by batteries banks that are charged by solar panels next to the control box and communication is provided by a cellular telephone modem.  Environmental conditions are monitored by air temperature, water temperature, and water depth sensors.","Instream Remote Detection System","522.303.416.092.001",1334,44.682795,-113.35366
"18N",100,"A1","Below_GRA_Obs",NA,2015-11-02 00:00:00,NA,NA,"INT","1890s Channel Methow River",NA,"Upstream Array",NA,"This is a passive in-stream interrogation consisting of 3 channel spanning antennas.  The array is located near the confluence of the Methow River at river km 67.","Instream Remote Detection System","843.067.000",910,48.373079,-120.12264
"18N",100,"A2","Below_GRA_Obs",NA,2015-11-02 00:00:00,NA,NA,"INT","1890s Channel Methow River",NA,"Middle Array",NA,"This is a passive in-stream interrogation consisting of 3 channel spanning antennas.  The array is located near the confluence of the Methow River at river km 67.","Instream Remote Detection System","843.067.000",910,48.373079,-120.12264
"18N",100,"A3","Below_GRA_Obs",NA,2015-11-02 00:00:00,NA,NA,"INT","1890s Channel Methow River",NA,"Downstream Array",NA,"This is a passive in-stream interrogation consisting of 3 channel spanning antennas.  The array is located near the confluence of the Methow River at river km 67.","Instream Remote Detection System","843.067.000",910,48.373079,-120.12264
"30M",100,"01","Below_GRA_Obs",NA,2016-04-01 00:00:00,NA,NA,"INT","Thirtymile Crk John Day Basin",NA,"Upstream Array",NA,"This site is located at rkm 0.5 on Thirtymile Creek (30ML2C), a tributarty to the John Day River.  The 30M array consists of two 20 ft BioLite antennas which are spaced up and downstream by 10 m to provide directionality of detection.  The antennas are driven by IS1001 ACNs, which are daisy-chained from one port of an IS1001-MC.  The 30M array is powered by a bank of 6 solar panels tied to 4 250ah batteries (connected in series and parallel).  The 30M array is manually downloaded at least monthly during the migration season (October to May), and at least every other month during June to September.","Instream Remote Detection System","351.134.001",486,45.162073,-120.465021
"30M",100,"02","Below_GRA_Obs",NA,2016-04-01 00:00:00,NA,NA,"INT","Thirtymile Crk John Day Basin",NA,"Downstream Array",NA,"This site is located at rkm 0.5 on Thirtymile Creek (30ML2C), a tributarty to the John Day River.  The 30M array consists of two 20 ft BioLite antennas which are spaced up and downstream by 10 m to provide directionality of detection.  The antennas are driven by IS1001 ACNs, which are daisy-chained from one port of an IS1001-MC.  The 30M array is powered by a bank of 6 solar panels tied to 4 250ah batteries (connected in series and parallel).  The 30M array is manually downloaded at least monthly during the migration season (October to May), and at least every other month during June to September.","Instream Remote Detection System","351.134.001",486,45.162073,-120.465021
"3D1",100,"10","Below_GRA_Obs",NA,2013-03-27 00:00:00,2017-03-07 00:00:00,NA,"INT","Top of 3D Side Channel",NA,"Pass Through Antenna",NA,"This is a single pass through antenna near the top of the 3D side channel to the Entiat River. The site is located on Entiat River at river kilometer 42.7. The antenna spans across the width of the channel. The site equipment used to decode full duplex tags is an Allflex reader board and data is stored on an Acumen data logger. A half-duplex timer tag is strapped to the antenna itself. Antenna ID is 10. Timer tags are activated and set to 31 minute intervals. The antenna is configured in a pass through position and anchored with 2 t-posts into the substrate. Site was decomissioned in March 2017","Instream Remote Detection System","778.043",821,47.8921,-120.4502
"3D2",100,"11","Below_GRA_Obs",NA,2013-03-27 00:00:00,2017-01-03 00:00:00,NA,"INT","Middle-1 of 3D Side Channel",NA,"Pass Through Antenna",NA,"This is a single pass through antenna near the bottom of the 3D side channel, before its convergence with Brennegan Creek, to the Entiat River. The site is located on Entiat River at river kilometer 42.7. The antenna spans across the width of the channel. The site equipment used to decode full duplex tags is an Allflex reader board and data is stored on an Acumen data logger. A half-duplex timer tag is strapped to the antenna itself. Antenna ID is 11. Timer tags are activated and set to 31 minute intervals. The antenna is configured in a pass through position and anchored with 2 t-posts into the substrate. Site was decomissioned in January 2017","Instream Remote Detection System","778.043",821,47.89186,-120.448
"3D3",100,"12","Below_GRA_Obs",NA,2013-03-27 00:00:00,2017-01-06 00:00:00,NA,"INT","Middle-2 of 3D Side Channel",NA,"Pass Through Antenna",NA,"This is a single pass through antenna near the bottom of the 3D side channel to the Entiat River, at its convergence with Brennegan Creek. The site is located on Entiat River at river kilometer 42.7. The antenna spans across the width of the channel. The site equipment used to decode full duplex tags is an Allflex reader board and data is stored on an Acumen data logger. A half-duplex timer tag is strapped to the antenna itself. Antenna ID is 12. Timer tags are activated and set to 31 minute intervals. The antenna is configured in a pass through position and anchored with 2 t-posts into the substrate. Site was decomissioned in January 2017","Instream Remote Detection System","778.043",821,47.89192,-120.4477
"3D4",100,"13","Below_GRA_Obs",NA,2013-03-27 00:00:00,2017-01-13 00:00:00,NA,"INT","Bottom of 3D Side Channel",NA,"Pass Through Antenna",NA,"This is a single pass through antenna near the bottom of Brennegan Creek and 3D side channel to the Entiat River, at its convergence with the Entiat River. The site is located on Entiat River at river kilometer 42.7. The antenna spans across the width of the channel. The site equipment used to decode full duplex tags is an Allflex reader board and data is stored on an Acumen data logger. A half-duplex timer tag is strapped to the antenna itself. Antenna ID is 13. Timer tags are activated and set to 31 minute intervals. The antenna is configured in a pass through position and anchored with 2 t-posts into the substrate. Site was decomissioned in December 2016","Instream Remote Detection System","778.043",821,47.89043,-120.4475
"85M",100,"F1","Below_GRA_Obs",NA,2011-03-20 00:00:00,NA,NA,"INT","Eightmile Ck at Fivemile Ck",NA,"Upstream Fivemile Ck",NA,"INSTREAM DETECTION ARRAY AT THE CONFLUENCE OF EIGHTMILE CREEK AND FIVEMILE CREEK, CONSISTING OF A FS1001M MULTIPLEXING TRANCEIVER, CELL MODEM, AND SIX ANTENNAS. THE ANTENNA CONFIGURATION CONSISTS OF THREE ANTENNAS IN EACH CREEK. EACH ANTENNA SPANS THE CREEK WITHIN THE NORMAL HIGH WATER MARK AND IS SECURED TO THE SUBSTRATE FOR PASS-OVER DETECTION. SITE IS SOLAR-POWERED AND OPERATES YEAR-ROUND. SITE IS ON PRIVATE LAND.","Instream Remote Detection System","309.004.002",315,45.59329518,-121.0806345
"85M",100,"F2","Below_GRA_Obs",NA,2011-03-20 00:00:00,NA,NA,"INT","Eightmile Ck at Fivemile Ck",NA,"Middle Fivemile Ck",NA,"INSTREAM DETECTION ARRAY AT THE CONFLUENCE OF EIGHTMILE CREEK AND FIVEMILE CREEK, CONSISTING OF A FS1001M MULTIPLEXING TRANCEIVER, CELL MODEM, AND SIX ANTENNAS. THE ANTENNA CONFIGURATION CONSISTS OF THREE ANTENNAS IN EACH CREEK. EACH ANTENNA SPANS THE CREEK WITHIN THE NORMAL HIGH WATER MARK AND IS SECURED TO THE SUBSTRATE FOR PASS-OVER DETECTION. SITE IS SOLAR-POWERED AND OPERATES YEAR-ROUND. SITE IS ON PRIVATE LAND.","Instream Remote Detection System","309.004.002",315,45.59329518,-121.0806345
