"ID","TrapDate","TagID","ObsDate","lastObsDate","SiteID","Node","AutoProcStatus","UserProcStatus","ModelObs","ValidPath","UserComment","NodeOrder","Direction","BranchNum","Group","Migration"
13,7/21/2015 0:00:00,"384.3B23AD3C6E",4/9/2016 11:19:57,4/9/2016 11:19:57,"AFC","AFCB0",1,1,1,1,,6.00,"Up","5","Asotin","Upstream"
14,7/21/2015 0:00:00,"384.3B23AD3C6E",4/15/2016 8:30:00,4/15/2016 8:30:00,"ASOTIC","ASOTIC",1,1,0,1,,4.00,"Down","5","Asotin","Downstream"
15,7/21/2015 0:00:00,"384.3B23AD3D1A",7/21/2015 8:46:21,7/21/2015 10:00:00,"GRA","GRA",1,1,1,1,,1.00,"Up","NA","NA","Upstream"
16,7/21/2015 0:00:00,"3DD.00773AAF1C",7/21/2015 8:56:21,7/21/2015 10:00:00,"GRA","GRA",1,1,1,1,,1.00,"Up","NA","NA","Upstream"
17,7/21/2015 0:00:00,"3DD.00773B20AF",7/21/2015 8:51:12,8/6/2015 12:52:21,"GRA","GRA",1,1,1,1,,1.00,"Up","NA","NA","Upstream"
18,7/21/2015 0:00:00,"3DD.00773B2407",7/21/2015 8:43:55,7/29/2015 6:23:57,"GRA","GRA",1,1,1,1,,1.00,"Up","NA","NA","Upstream"
19,7/22/2015 0:00:00,"384.3B23ACE1C0",7/22/2015 7:33:22,7/22/2015 10:00:00,"GRA","GRA",1,1,1,1,,1.00,"Up","NA","NA","Upstream"
20,7/22/2015 0:00:00,"384.3B23ACF0EB",7/22/2015 8:01:17,7/22/2015 10:00:00,"GRA","GRA",1,1,1,1,,1.00,"Up","NA","NA","Upstream"
21,7/22/2015 0:00:00,"384.3B23ACF0EB",4/9/2016 15:39:15,4/9/2016 15:39:15,"WR1","WR1",1,1,1,1,,2.00,"Up","18","Wallowa","Upstream"
22,7/22/2015 0:00:00,"384.3B23AD0B5D",7/22/2015 8:26:11,7/22/2015 10:00:00,"GRA","GRA",1,1,1,1,,1.00,"Up","NA","NA","Upstream"
23,7/22/2015 0:00:00,"384.3B23AD3378",7/22/2015 8:56:10,7/23/2015 10:40:32,"GRA","GRA",1,1,1,1,,1.00,"Up","NA","NA","Upstream"
24,7/22/2015 0:00:00,"384.3B23AD3378",11/3/2015 1:25:22,11/3/2015 2:45:13,"JOC","JOCA0",1,1,0,1,"removed early run",3.00,"Up","9","JosephCreek","Upstream"
25,7/22/2015 0:00:00,"384.3B23AD3378",11/3/2015 2:46:38,11/3/2015 3:06:46,"JOC","JOCB0",1,1,0,1,,2.00,"Down","9","JosephCreek","Upstream"
26,7/22/2015 0:00:00,"384.3B23AD3378",11/3/2015 3:07:23,11/6/2015 16:02:14,"JOC","JOCA0",1,1,0,1,,3.00,"Up","9","JosephCreek","Upstream"
27,7/22/2015 0:00:00,"384.3B23AD3378",12/10/2015 23:44:51,12/10/2015 23:44:51,"JOC","JOCB0",1,1,0,1,,2.00,"Down","9","JosephCreek","Upstream"
28,7/22/2015 0:00:00,"384.3B23AD3378",12/10/2015 23:47:01,12/10/2015 23:47:01,"JOC","JOCA0",1,1,0,1,,3.00,"Up","9","JosephCreek","Upstream"
29,7/22/2015 0:00:00,"384.3B23AD3378",12/18/2015 4:06:44,2/13/2016 22:06:01,"JOC","JOCB0",1,1,1,1,,2.00,"Down","9","JosephCreek","Upstream"
30,7/22/2015 0:00:00,"384.3B23AD3378",2/13/2016 22:07:04,2/13/2016 22:07:04,"JOC","JOCA0",1,1,1,1,,3.00,"Up","9","JosephCreek","Upstream"
31,7/22/2015 0:00:00,"384.3B23AD3378",4/14/2016 7:00:00,4/14/2016 7:00:00,"JOSEPC","JOSEPC",1,1,1,1,,4.00,"Up","9","JosephCreek","Upstream"
32,7/22/2015 0:00:00,"384.3B23AD3378",4/14/2016 21:27:32,4/14/2016 21:27:32,"JOC","JOCA0",1,1,0,1,,3.00,"Down","9","JosephCreek","Downstream"
33,7/22/2015 0:00:00,"384.3B23AD3378",4/14/2016 21:28:27,4/14/2016 21:28:27,"JOC","JOCB0",1,1,0,1,,2.00,"Down","9","JosephCreek","Downstream"
34,7/22/2015 0:00:00,"384.3B23AD550B",7/22/2015 10:00:00,7/22/2015 10:28:12,"LGRLDR","GRA",1,1,1,1,,1.00,"Up","NA","NA","Upstream"
35,7/23/2015 0:00:00,"384.3B23ABC30C",7/23/2015 9:35:13,7/23/2015 10:00:00,"GRA","GRA",1,1,1,1,,1.00,"Up","NA","NA","Upstream"
36,7/23/2015 0:00:00,"384.3B23ABC30C",2/15/2016 15:15:38,2/15/2016 15:15:38,"JOC","JOCB0",1,1,1,1,,2.00,"Up","9","JosephCreek","Upstream"
37,7/23/2015 0:00:00,"384.3B23ABC30C",2/15/2016 15:16:31,2/15/2016 15:16:31,"JOC","JOCA0",1,1,1,1,,3.00,"Up","9","JosephCreek","Upstream"
38,7/23/2015 0:00:00,"384.3B23ABC30C",4/26/2016 7:00:00,4/26/2016 7:00:00,"JOSEPC","JOSEPC",1,1,1,1,,4.00,"Up","9","JosephCreek","Upstream"
39,7/23/2015 0:00:00,"384.3B23ABC30C",4/26/2016 19:29:10,4/26/2016 19:29:10,"JOC","JOCB0",1,1,0,1,,2.00,"Down","9","JosephCreek","Downstream"
40,7/23/2015 0:00:00,"384.3B23ACE238",7/23/2015 10:00:00,7/23/2015 10:20:22,"LGRLDR","GRA",1,1,1,1,,1.00,"Up","NA","NA","Upstream"
41,7/23/2015 0:00:00,"384.3B23ACE238",3/6/2016 21:55:19,3/6/2016 22:00:19,"USE","USE",1,1,1,1,,2.00,"Up","26","UpperSalmon","Upstream"
42,7/23/2015 0:00:00,"384.3B23ACE860",7/23/2015 9:21:54,8/14/2015 8:46:58,"GRA","GRA",1,1,1,1,,1.00,"Up","NA","NA","Upstream"
43,7/23/2015 0:00:00,"384.3B23ACEBA4",7/23/2015 10:00:00,7/23/2015 12:02:36,"LGRLDR","GRA",1,1,1,1,,1.00,"Up","NA","NA","Upstream"
44,7/23/2015 0:00:00,"384.3B23ACEBA4",2/14/2016 1:52:49,2/14/2016 1:52:52,"JOC","JOCB0",1,1,1,1,,2.00,"Up","9","JosephCreek","Upstream"
45,7/23/2015 0:00:00,"384.3B23ACEBA4",2/14/2016 1:53:12,2/14/2016 1:54:13,"JOC","JOCA0",1,1,1,1,,3.00,"Up","9","JosephCreek","Upstream"
46,7/23/2015 0:00:00,"384.3B23ACEBA4",2/16/2016 2:14:46,2/16/2016 2:20:51,"JOC","JOCB0",1,1,0,1,,2.00,"Down","9","JosephCreek","Upstream"
47,7/23/2015 0:00:00,"384.3B23ACEBA4",2/16/2016 2:21:53,2/16/2016 2:25:40,"JOC","JOCA0",1,1,0,1,,3.00,"Up","9","JosephCreek","Upstream"
48,7/23/2015 0:00:00,"384.3B23ACEBA4",4/14/2016 7:00:00,4/14/2016 7:00:00,"JOSEPC","JOSEPC",1,1,1,1,,4.00,"Up","9","JosephCreek","Upstream"
49,7/23/2015 0:00:00,"384.3B23ACEBA4",3/19/2017 22:02:32,3/19/2017 22:02:32,"JOC","JOCA0",1,1,0,1,,3.00,"Down","9","JosephCreek","Downstream"
50,7/23/2015 0:00:00,"384.3B23ACF260",7/23/2015 10:00:00,7/23/2015 10:55:51,"LGRLDR","GRA",1,1,1,1,,1.00,"Up","NA","NA","Upstream"
51,7/23/2015 0:00:00,"384.3B23ACFC96",7/23/2015 10:00:00,7/27/2015 10:31:47,"LGRLDR","GRA",1,1,1,1,,1.00,"Up","NA","NA","Upstream"
52,7/23/2015 0:00:00,"384.3B23ACFE4A",7/23/2015 10:00:00,7/23/2015 10:18:25,"LGRLDR","GRA",1,1,1,1,,1.00,"Up","NA","NA","Upstream"
53,7/23/2015 0:00:00,"384.3B23ACFE4A",4/16/2016 16:53:42,4/16/2016 16:53:47,"TAY","TAYB0",1,1,1,1,,2.00,"Up","22","BigCreek","Upstream"
54,7/23/2015 0:00:00,"384.3B23ACFE4A",4/16/2016 17:17:48,4/16/2016 17:17:48,"TAY","TAYA0",1,1,1,1,,3.00,"Up","22","BigCreek","Upstream"
55,7/23/2015 0:00:00,"384.3B23AD16F5",7/23/2015 8:44:37,7/23/2015 10:00:00,"GRA","GRA",1,1,1,1,,1.00,"Up","NA","NA","Upstream"
56,7/23/2015 0:00:00,"384.3B23AD2A9F",7/23/2015 9:14:06,7/23/2015 10:00:00,"GRA","GRA",1,1,1,1,,1.00,"Up","NA","NA","Upstream"
57,7/23/2015 0:00:00,"384.3B23AD532D",7/23/2015 8:39:48,7/23/2015 10:00:00,"GRA","GRA",1,1,1,1,,1.00,"Up","NA","NA","Upstream"
58,7/23/2015 0:00:00,"384.3B23AD532D",1/9/2016 23:18:08,1/9/2016 23:18:08,"UGR","UGR",1,1,1,1,,2.00,"Up","19","GrandeRonde","Upstream"
59,7/23/2015 0:00:00,"384.3B23AD5B72",7/23/2015 10:00:00,7/23/2015 12:22:44,"LGRLDR","GRA",1,1,1,1,,1.00,"Up","NA","NA","Upstream"
60,7/23/2015 0:00:00,"384.3B23AD661B",7/23/2015 10:00:00,7/23/2015 14:45:42,"LGRLDR","GRA",1,1,1,1,,1.00,"Up","NA","NA","Upstream"
61,7/23/2015 0:00:00,"384.3B23AD66ED",7/23/2015 10:00:00,7/23/2015 10:17:52,"LGRLDR","GRA",1,1,1,1,,1.00,"Up","NA","NA","Upstream"
62,7/23/2015 0:00:00,"3D9.1BF271F835",7/23/2015 6:22:34,7/23/2015 10:00:00,"GRA","GRA",1,1,1,1,,1.00,"Up","NA","NA","Upstream"
63,7/24/2015 0:00:00,"384.3B23ACDE3A",7/24/2015 8:47:54,7/24/2015 10:00:00,"GRA","GRA",1,1,1,1,,1.00,"Up","NA","NA","Upstream"
64,7/24/2015 0:00:00,"384.3B23ACDE3A",9/25/2015 10:24:47,10/16/2015 0:58:11,"ACM","ACMA0",1,1,1,1,,3.00,"Up","5","Asotin","Upstream"
65,7/24/2015 0:00:00,"384.3B23ACDF3C",7/24/2015 8:02:06,7/24/2015 10:00:00,"GRA","GRA",1,1,1,1,,1.00,"Up","NA","NA","Upstream"
66,7/24/2015 0:00:00,"384.3B23ACE62E",7/24/2015 10:00:00,7/24/2015 10:03:39,"LGRLDR","GRA",1,1,1,1,,1.00,"Up","NA","NA","Upstream"
67,7/24/2015 0:00:00,"384.3B23ACE98F",7/24/2015 10:00:00,7/25/2015 13:19:39,"LGRLDR","GRA",1,1,1,1,,1.00,"Up","NA","NA","Upstream"
68,7/24/2015 0:00:00,"384.3B23ACF32A",7/24/2015 10:00:00,7/25/2015 5:30:47,"LGRLDR","GRA",1,1,1,1,,1.00,"Up","NA","NA","Upstream"
69,7/24/2015 0:00:00,"384.3B23ACF32A",3/20/2016 5:44:15,3/20/2016 5:44:36,"LTR","LTR",1,1,1,1,,2.00,"Up","1","Tucannon","Upstream"
70,7/24/2015 0:00:00,"384.3B23ACF32A",3/23/2016 9:47:40,3/23/2016 9:47:40,"MTR","MTR",1,1,1,1,,3.00,"Up","1","Tucannon","Upstream"
71,7/24/2015 0:00:00,"384.3B23ACF32A",4/15/2016 22:45:41,4/15/2016 22:45:41,"LTR","LTR",1,1,0,1,,2.00,"Down","1","Tucannon","Downstream"
72,7/24/2015 0:00:00,"384.3B23ACF84E",7/24/2015 10:00:00,7/24/2015 10:20:49,"LGRLDR","GRA",1,1,1,1,,1.00,"Up","NA","NA","Upstream"
73,7/24/2015 0:00:00,"384.3B23ACF84E",2/4/2016 4:40:00,2/4/2016 4:40:00,"UGR","UGR",1,1,1,1,,2.00,"Up","19","GrandeRonde","Upstream"
74,7/24/2015 0:00:00,"384.3B23AD3965",7/24/2015 8:31:36,7/24/2015 10:00:00,"GRA","GRA",1,1,1,1,,1.00,"Up","NA","NA","Upstream"
75,7/24/2015 0:00:00,"384.3B23AD3965",2/15/2016 7:22:01,2/15/2016 7:22:11,"JOC","JOCB0",1,1,1,1,,2.00,"Up","9","JosephCreek","Upstream"
76,7/24/2015 0:00:00,"384.3B23AD3965",2/15/2016 7:23:33,2/15/2016 10:17:26,"JOC","JOCA0",1,1,1,1,,3.00,"Up","9","JosephCreek","Upstream"
77,7/24/2015 0:00:00,"384.3B23AD3965",2/15/2016 10:17:42,2/15/2016 15:01:26,"JOC","JOCB0",1,1,0,1,,2.00,"Down","9","JosephCreek","Upstream"
78,7/24/2015 0:00:00,"384.3B23AD3965",2/15/2016 15:02:53,2/16/2016 17:08:45,"JOC","JOCA0",1,1,0,1,,3.00,"Up","9","JosephCreek","Upstream"
79,7/24/2015 0:00:00,"384.3B23AD3965",2/16/2016 17:09:06,2/16/2016 17:09:06,"JOC","JOCB0",1,1,0,1,,2.00,"Down","9","JosephCreek","Upstream"
80,7/24/2015 0:00:00,"384.3B23AD3965",2/16/2016 17:10:46,2/16/2016 17:49:53,"JOC","JOCA0",1,1,0,1,,3.00,"Up","9","JosephCreek","Upstream"
81,7/24/2015 0:00:00,"384.3B23AD3965",3/11/2016 8:00:00,3/11/2016 8:00:00,"JOSEPC","JOSEPC",1,1,1,1,,4.00,"Up","9","JosephCreek","Upstream"
82,7/24/2015 0:00:00,"384.3B23AD3965",3/11/2016 11:12:44,3/11/2016 11:59:29,"JOC","JOCA0",1,1,0,1,,3.00,"Down","9","JosephCreek","Downstream"
83,7/24/2015 0:00:00,"384.3B23AD3965",3/11/2016 12:00:15,3/11/2016 12:00:15,"JOC","JOCB0",1,1,0,1,,2.00,"Down","9","JosephCreek","Downstream"
84,7/24/2015 0:00:00,"384.3B23AD49B0",7/24/2015 9:31:06,7/29/2015 11:31:40,"GRA","GRA",1,1,1,1,,1.00,"Up","NA","NA","Upstream"
85,7/24/2015 0:00:00,"384.3B23AD49B0",2/27/2016 20:39:09,2/27/2016 20:39:34,"WR1","WR1",1,1,1,1,,2.00,"Up","18","Wallowa","Upstream"
86,7/24/2015 0:00:00,"384.3B23AD5B3B",7/24/2015 8:13:40,7/24/2015 10:00:00,"GRA","GRA",1,1,1,1,,1.00,"Up","NA","NA","Upstream"
87,7/24/2015 0:00:00,"384.3B23AD5F0F",7/24/2015 8:07:16,7/24/2015 10:00:00,"GRA","GRA",1,1,1,1,,1.00,"Up","NA","NA","Upstream"
88,7/24/2015 0:00:00,"384.3B23AD642E",7/24/2015 10:00:00,7/24/2015 12:02:53,"LGRLDR","GRA",1,1,1,1,,1.00,"Up","NA","NA","Upstream"
89,7/24/2015 0:00:00,"384.3B23AD6A7A",7/24/2015 10:00:00,7/24/2015 10:52:36,"LGRLDR","GRA",1,1,1,1,,1.00,"Up","NA","NA","Upstream"
90,7/24/2015 0:00:00,"3D9.1C2E035ABB",7/24/2015 1:36:25,7/24/2015 10:42:49,"GRA","GRA",1,1,1,1,,1.00,"Up","NA","NA","Upstream"
91,7/27/2015 0:00:00,"384.3B23ACDCE7",7/27/2015 9:24:59,7/27/2015 10:00:00,"GRA","GRA",1,1,1,1,,1.00,"Up","NA","NA","Upstream"
92,7/27/2015 0:00:00,"384.3B23ACDD40",7/27/2015 9:35:37,7/27/2015 10:00:00,"GRA","GRA",1,1,1,1,,1.00,"Up","NA","NA","Upstream"
93,7/27/2015 0:00:00,"384.3B23ACF27C",7/27/2015 8:29:57,7/27/2015 10:00:00,"GRA","GRA",1,1,1,1,,1.00,"Up","NA","NA","Upstream"
94,7/27/2015 0:00:00,"384.3B23ACF27C",2/25/2016 11:00:00,2/25/2016 11:00:00,"ALPOWC","ALPOWC",1,1,1,1,,2.00,"Up","4","Alpowa","Upstream"
95,7/27/2015 0:00:00,"384.3B23ACFF8B",7/27/2015 8:22:58,7/27/2015 10:00:00,"GRA","GRA",1,1,1,1,,1.00,"Up","NA","NA","Upstream"
96,7/27/2015 0:00:00,"384.3B23AD022A",7/27/2015 9:25:13,7/27/2015 10:00:00,"GRA","GRA",1,1,1,1,,1.00,"Up","NA","NA","Upstream"
97,7/27/2015 0:00:00,"384.3B23AD022A",2/20/2016 12:58:12,2/20/2016 12:58:12,"UGR","UGR",1,1,1,1,,2.00,"Up","19","GrandeRonde","Upstream"
98,7/27/2015 0:00:00,"384.3B23AD022A",3/11/2016 21:08:58,3/11/2016 21:08:58,"CCW","CCWB0",1,1,1,1,,3.00,"Up","19","GrandeRonde","Upstream"
99,7/27/2015 0:00:00,"384.3B23AD022A",3/11/2016 21:08:59,3/11/2016 21:45:55,"CCW","CCWA0",1,1,1,1,,4.00,"Up","19","GrandeRonde","Upstream"
100,7/27/2015 0:00:00,"384.3B23AD022A",3/11/2016 21:46:55,3/24/2016 1:10:28,"CCW","CCWB0",1,1,0,1,,3.00,"Down","19","GrandeRonde","Upstream"
101,7/27/2015 0:00:00,"384.3B23AD022A",3/24/2016 1:24:06,3/24/2016 1:24:06,"CCW","CCWA0",1,1,0,1,,4.00,"Up","19","GrandeRonde","Upstream"
102,7/27/2015 0:00:00,"384.3B23AD022A",3/24/2016 1:31:21,3/24/2016 2:31:02,"CCW","CCWB0",1,1,0,1,,3.00,"Down","19","GrandeRonde","Upstream"
103,7/27/2015 0:00:00,"384.3B23AD022A",3/24/2016 2:31:10,4/2/2016 18:11:02,"CCW","CCWA0",1,1,0,1,,4.00,"Up","19","GrandeRonde","Upstream"
104,7/27/2015 0:00:00,"384.3B23AD022A",5/5/2016 10:37:29,5/5/2016 10:37:29,"UGR","UGR",1,1,0,1,,2.00,"Down","19","GrandeRonde","Downstream"
105,7/27/2015 0:00:00,"384.3B23AD03DD",7/27/2015 10:00:00,8/4/2015 14:18:19,"LGRLDR","GRA",1,1,1,1,,1.00,"Up","NA","NA","Upstream"
106,7/27/2015 0:00:00,"384.3B23AD03DD",2/13/2016 22:08:16,2/13/2016 22:08:16,"JOC","JOCB0",1,1,1,1,,2.00,"Up","9","JosephCreek","Upstream"
107,7/27/2015 0:00:00,"384.3B23AD03DD",2/13/2016 22:11:06,2/13/2016 22:11:06,"JOC","JOCA0",1,1,1,1,,3.00,"Up","9","JosephCreek","Upstream"
108,7/27/2015 0:00:00,"384.3B23AD03DD",2/14/2016 8:00:00,2/14/2016 8:00:00,"JOSEPC","JOSEPC",1,1,1,1,,4.00,"Up","9","JosephCreek","Upstream"
109,7/27/2015 0:00:00,"384.3B23AD076D",7/27/2015 10:00:00,7/27/2015 12:06:47,"LGRLDR","GRA",1,1,1,1,,1.00,"Up","NA","NA","Upstream"
110,7/27/2015 0:00:00,"384.3B23AD0E5B",7/27/2015 10:00:00,7/27/2015 11:50:49,"LGRLDR","GRA",1,1,1,1,,1.00,"Up","NA","NA","Upstream"
111,7/27/2015 0:00:00,"384.3B23AD1202",7/27/2015 9:26:18,7/27/2015 10:00:00,"GRA","GRA",1,1,1,1,,1.00,"Up","NA","NA","Upstream"
112,7/27/2015 0:00:00,"384.3B23AD1202",2/14/2016 13:11:12,2/14/2016 13:11:15,"JOC","JOCB0",1,1,1,1,,2.00,"Up","9","JosephCreek","Upstream"
113,7/27/2015 0:00:00,"384.3B23AD1202",2/14/2016 13:12:02,2/14/2016 13:12:02,"JOC","JOCA0",1,1,1,1,,3.00,"Up","9","JosephCreek","Upstream"
114,7/27/2015 0:00:00,"384.3B23AD1202",3/25/2016 0:42:51,3/25/2016 0:42:51,"JOC","JOCB0",1,1,0,1,,2.00,"Down","9","JosephCreek","Downstream"
115,7/27/2015 0:00:00,"384.3B23AD2D3A",7/27/2015 10:00:00,7/27/2015 12:26:12,"LGRLDR","GRA",1,1,1,1,,1.00,"Up","NA","NA","Upstream"
116,7/27/2015 0:00:00,"384.3B23AD420A",7/27/2015 9:20:18,7/27/2015 10:00:00,"GRA","GRA",1,1,1,1,,1.00,"Up","NA","NA","Upstream"
117,7/27/2015 0:00:00,"384.3B23AD420A",2/13/2016 22:56:59,2/13/2016 22:57:08,"JOC","JOCB0",1,1,1,1,,2.00,"Up","9","JosephCreek","Upstream"
118,7/27/2015 0:00:00,"384.3B23AD420A",2/13/2016 22:58:08,2/14/2016 19:50:26,"JOC","JOCA0",1,1,1,1,,3.00,"Up","9","JosephCreek","Upstream"
119,7/27/2015 0:00:00,"384.3B23AD420A",2/14/2016 19:51:35,2/14/2016 20:42:11,"JOC","JOCB0",1,1,0,1,,2.00,"Down","9","JosephCreek","Upstream"
120,7/27/2015 0:00:00,"384.3B23AD420A",2/14/2016 20:43:32,2/15/2016 6:27:34,"JOC","JOCA0",1,1,0,1,,3.00,"Up","9","JosephCreek","Upstream"
121,7/27/2015 0:00:00,"384.3B23AD420A",2/15/2016 6:28:28,2/15/2016 16:16:26,"JOC","JOCB0",1,1,0,1,,2.00,"Down","9","JosephCreek","Upstream"
122,7/27/2015 0:00:00,"384.3B23AD420A",2/15/2016 16:17:38,2/15/2016 18:26:49,"JOC","JOCA0",1,1,0,1,,3.00,"Up","9","JosephCreek","Upstream"
123,7/27/2015 0:00:00,"384.3B23AD420A",2/15/2016 18:35:22,2/15/2016 22:08:11,"JOC","JOCB0",1,1,0,1,,2.00,"Down","9","JosephCreek","Upstream"
124,7/27/2015 0:00:00,"384.3B23AD420A",2/15/2016 22:10:13,2/15/2016 22:10:13,"JOC","JOCA0",1,1,0,1,,3.00,"Up","9","JosephCreek","Upstream"
125,7/27/2015 0:00:00,"384.3B23AD420A",4/9/2016 7:00:00,4/9/2016 7:00:00,"JOSEPC","JOSEPC",1,1,1,1,,4.00,"Up","9","JosephCreek","Upstream"
126,7/27/2015 0:00:00,"384.3B23AD420A",4/9/2016 14:30:46,4/9/2016 16:26:27,"JOC","JOCA0",1,1,0,1,,3.00,"Down","9","JosephCreek","Upstream"
127,7/27/2015 0:00:00,"384.3B23AD420A",4/9/2016 16:26:42,4/9/2016 16:26:42,"JOC","JOCB0",1,1,0,1,,2.00,"Down","9","JosephCreek","Upstream"
128,7/27/2015 0:00:00,"384.3B23AD420A",4/9/2016 17:07:19,4/9/2016 17:08:53,"JOC","JOCA0",1,1,0,1,,3.00,"Up","9","JosephCreek","Upstream"
129,7/27/2015 0:00:00,"384.3B23AD420A",4/9/2016 17:10:05,4/9/2016 17:10:05,"JOC","JOCB0",1,1,0,1,,2.00,"Down","9","JosephCreek","Downstream"
130,7/27/2015 0:00:00,"384.3B23AD55C7",7/27/2015 10:00:00,7/27/2015 11:21:42,"LGRLDR","GRA",1,1,1,1,,1.00,"Up","NA","NA","Upstream"
131,7/28/2015 0:00:00,"384.3B23ABB3A7",7/28/2015 10:00:00,7/28/2015 13:46:04,"LGRLDR","GRA",1,1,1,1,,1.00,"Up","NA","NA","Upstream"
132,7/28/2015 0:00:00,"384.3B23ACDCAC",7/28/2015 9:07:24,7/28/2015 10:00:00,"GRA","GRA",1,1,1,1,,1.00,"Up","NA","NA","Upstream"
133,7/28/2015 0:00:00,"384.3B23ACDD37",7/28/2015 10:00:00,7/28/2015 14:14:14,"LGRLDR","GRA",1,1,1,1,,1.00,"Up","NA","NA","Upstream"
134,7/28/2015 0:00:00,"384.3B23ACE62A",7/28/2015 10:00:00,7/28/2015 10:00:00,"LGRLDR","GRA",1,1,1,1,,1.00,"Up","NA","NA","Upstream"
135,7/28/2015 0:00:00,"384.3B23ACEA92",7/28/2015 10:00:00,7/28/2015 11:50:23,"LGRLDR","GRA",1,1,1,1,,1.00,"Up","NA","NA","Upstream"
136,7/28/2015 0:00:00,"384.3B23ACED41",7/28/2015 10:00:00,7/28/2015 15:10:14,"LGRLDR","GRA",1,1,1,1,,1.00,"Up","NA","NA","Upstream"
137,7/28/2015 0:00:00,"384.3B23ACED41",4/8/2016 9:24:12,4/8/2016 9:24:12,"CRC","CRCA0",1,1,1,1,,3.00,"Up","24","CarmenCreek","Upstream"
138,7/28/2015 0:00:00,"384.3B23ACF825",7/28/2015 10:00:00,7/28/2015 11:26:59,"LGRLDR","GRA",1,1,1,1,,1.00,"Up","NA","NA","Upstream"
139,7/28/2015 0:00:00,"384.3B23ACF825",2/18/2016 12:59:12,2/18/2016 12:59:12,"UGR","UGR",1,1,1,1,,2.00,"Up","19","GrandeRonde","Upstream"
140,7/28/2015 0:00:00,"384.3B23AD0793",7/28/2015 10:00:00,7/28/2015 15:06:47,"LGRLDR","GRA",1,1,1,1,,1.00,"Up","NA","NA","Upstream"
141,7/28/2015 0:00:00,"384.3B23AD0793",4/13/2016 18:49:27,4/13/2016 18:49:27,"NFS","NFSB0",1,1,1,1,,2.00,"Up","23","NFSalmon","Upstream"
142,7/28/2015 0:00:00,"384.3B23AD0793",4/13/2016 18:52:25,4/13/2016 18:52:25,"NFS","NFSA0",1,1,1,1,,3.00,"Up","23","NFSalmon","Upstream"
143,7/28/2015 0:00:00,"384.3B23AD0902",7/28/2015 10:00:00,7/28/2015 13:00:00,"LGRLDR","GRA",1,1,1,1,,1.00,"Up","NA","NA","Upstream"
144,7/28/2015 0:00:00,"384.3B23AD1AC7",7/28/2015 10:00:00,7/28/2015 14:45:38,"LGRLDR","GRA",1,1,1,1,,1.00,"Up","NA","NA","Upstream"
145,7/28/2015 0:00:00,"384.3B23AD3C2D",7/28/2015 8:10:12,7/28/2015 10:00:00,"GRA","GRA",1,1,1,1,,1.00,"Up","NA","NA","Upstream"
146,7/28/2015 0:00:00,"384.3B23AD4871",7/28/2015 8:08:01,3/25/2016 11:08:20,"GRA","GRA",1,1,1,1,,1.00,"Up","NA","NA","Upstream"
