"ID","TagID","ObsDate","lastObsDate","SiteID","Node","AutoProcStatus","UserProcStatus","ModelObs","ValidPath","UserComment","BranchNum","Group","NodeOrder","Direction","Migration","TrapDate"
15,"3D9.1C2DDC4DC2",4/26/2016 10:00:00,4/26/2016 16:26:32,"LGRLDR","GRA",1,1,1,1,,"NA","NA",1.00,"Up","Upstream",4/26/2016 0:00:00
16,"3D9.1C2DDC8C6F",4/26/2016 10:00:00,4/26/2016 15:07:42,"LGRLDR","GRA",1,1,1,1,,"NA","NA",1.00,"Up","Upstream",4/26/2016 0:00:00
17,"384.3B239AD6DA",4/27/2016 5:13:45,4/27/2016 13:17:36,"GRA","GRA",1,1,1,1,,"NA","NA",1.00,"Up","Upstream",4/27/2016 0:00:00
18,"384.3B239AD6DA",5/12/2016 12:07:54,5/12/2016 12:07:54,"UGR","UGR",1,1,1,1,,"19","GrandeRonde",2.00,"Up","Upstream",4/27/2016 0:00:00
19,"384.3B239AD6DA",5/26/2016 20:43:41,5/26/2016 20:43:41,"CCW","CCWB0",1,1,1,1,,"19","GrandeRonde",3.00,"Up","Upstream",4/27/2016 0:00:00
20,"384.3B239AD6DA",5/26/2016 20:43:45,5/26/2016 20:54:10,"CCW","CCWA0",1,1,1,1,,"19","GrandeRonde",4.00,"Up","Upstream",4/27/2016 0:00:00
21,"384.3B239AD6DA",5/26/2016 20:54:57,5/28/2016 20:16:29,"CCW","CCWB0",1,1,0,1,,"19","GrandeRonde",3.00,"Down","Upstream",4/27/2016 0:00:00
22,"384.3B239AD6DA",5/28/2016 20:16:43,5/28/2016 21:30:46,"CCW","CCWA0",1,1,0,1,,"19","GrandeRonde",4.00,"Up","Upstream",4/27/2016 0:00:00
23,"384.3B239AD6DA",5/28/2016 21:39:03,5/29/2016 18:59:21,"CCW","CCWB0",1,1,0,1,,"19","GrandeRonde",3.00,"Down","Upstream",4/27/2016 0:00:00
24,"384.3B239AD6DA",5/29/2016 18:59:32,5/29/2016 19:09:40,"CCW","CCWA0",1,1,0,1,,"19","GrandeRonde",4.00,"Up","Upstream",4/27/2016 0:00:00
25,"384.3B239AD6DA",5/29/2016 19:16:21,5/29/2016 19:16:21,"CCW","CCWB0",1,1,0,1,,"19","GrandeRonde",3.00,"Down","Upstream",4/27/2016 0:00:00
26,"384.3B239AD6DA",5/29/2016 19:19:48,5/29/2016 19:19:48,"CCW","CCWA0",1,1,0,1,,"19","GrandeRonde",4.00,"Up","Upstream",4/27/2016 0:00:00
27,"384.3B239AD6DA",5/30/2016 13:00:00,5/30/2016 13:00:00,"CATHEW","CATHEW",1,1,1,1,,"19","GrandeRonde",5.00,"Up","Upstream",4/27/2016 0:00:00
28,"3D9.1C2DDC4448",4/27/2016 10:00:00,4/27/2016 11:20:21,"LGRLDR","GRA",1,1,1,1,,"NA","NA",1.00,"Up","Upstream",4/27/2016 0:00:00
29,"3D9.1C2DDC662A",4/27/2016 10:00:00,4/27/2016 12:20:32,"LGRLDR","GRA",1,1,1,1,,"NA","NA",1.00,"Up","Upstream",4/27/2016 0:00:00
30,"3D9.1C2DDC662A",5/14/2016 9:05:09,5/14/2016 9:05:09,"SC2","SC2B0",1,1,1,1,,"13","SFClearwater",3.00,"Up","Upstream",4/27/2016 0:00:00
31,"3D9.1C2DDC9CC9",4/27/2016 10:00:00,4/27/2016 13:46:04,"LGRLDR","GRA",1,1,1,1,,"NA","NA",1.00,"Up","Upstream",4/27/2016 0:00:00
32,"3D9.1C2DDCE065",4/27/2016 10:00:00,4/27/2016 17:10:20,"LGRLDR","GRA",1,1,1,1,,"NA","NA",1.00,"Up","Upstream",4/27/2016 0:00:00
33,"3D9.1C2DE0FC7C",4/27/2016 10:00:00,4/27/2016 10:55:10,"LGRLDR","GRA",1,1,1,1,,"NA","NA",1.00,"Up","Upstream",4/27/2016 0:00:00
34,"3D9.1BF27203D2",4/28/2016 10:00:00,4/28/2016 15:36:36,"LGRLDR","GRA",1,1,1,1,,"NA","NA",1.00,"Up","Upstream",4/28/2016 0:00:00
35,"3D9.1C2DDC31D8",4/28/2016 10:00:00,4/28/2016 15:43:00,"LGRLDR","GRA",1,1,1,1,,"NA","NA",1.00,"Up","Upstream",4/28/2016 0:00:00
36,"3D9.1C2DDC31D8",5/26/2016 14:03:57,5/26/2016 14:03:57,"LLR","LLRB0",1,1,1,1,,"25","Lemhi",2.00,"Up","Upstream",4/28/2016 0:00:00
37,"3D9.1C2DDC31D8",5/26/2016 14:08:25,5/26/2016 14:08:25,"LLR","LLRA0",1,1,1,1,,"25","Lemhi",3.00,"Up","Upstream",4/28/2016 0:00:00
38,"3D9.1C2DDC67B3",4/28/2016 10:00:00,4/28/2016 15:46:14,"LGRLDR","GRA",1,1,1,1,,"NA","NA",1.00,"Up","Upstream",4/28/2016 0:00:00
39,"3D9.1C2DDCAB60",4/28/2016 10:00:00,4/28/2016 10:43:50,"LGRLDR","GRA",1,1,1,1,,"NA","NA",1.00,"Up","Upstream",4/28/2016 0:00:00
40,"3D9.1C2DDCAB60",5/13/2016 21:54:02,5/13/2016 21:54:02,"UGR","UGR",1,1,1,1,,"19","GrandeRonde",2.00,"Up","Upstream",4/28/2016 0:00:00
41,"3D9.1C2DDCAB60",5/25/2016 22:15:59,5/25/2016 22:15:59,"CCW","CCWB0",1,1,1,1,,"19","GrandeRonde",3.00,"Up","Upstream",4/28/2016 0:00:00
42,"3D9.1C2DDCAB60",5/25/2016 22:16:02,5/25/2016 22:16:02,"CCW","CCWA0",1,1,1,1,,"19","GrandeRonde",4.00,"Up","Upstream",4/28/2016 0:00:00
43,"3D9.1C2DDCAB60",5/26/2016 13:00:00,5/26/2016 13:00:00,"CATHEW","CATHEW",1,1,1,1,,"19","GrandeRonde",5.00,"Up","Upstream",4/28/2016 0:00:00
44,"3D9.1C2DDCAB60",6/22/2016 22:10:17,6/22/2016 22:10:17,"CCW","CCWB0",1,1,0,1,,"19","GrandeRonde",3.00,"Down","Upstream",4/28/2016 0:00:00
45,"3D9.1C2DDCAB60",6/22/2016 22:12:28,6/22/2016 22:12:28,"CCW","CCWA0",1,1,0,1,,"19","GrandeRonde",4.00,"Up","Upstream",4/28/2016 0:00:00
46,"3D9.1C2DDCAB60",6/23/2016 13:00:00,6/23/2016 13:00:00,"CATHEW","CATHEW",1,1,0,1,,"19","GrandeRonde",5.00,"Up","Upstream",4/28/2016 0:00:00
47,"3D9.1C2DE15C42",4/28/2016 10:00:00,4/28/2016 15:13:32,"LGRLDR","GRA",1,1,1,1,,"NA","NA",1.00,"Up","Upstream",4/28/2016 0:00:00
48,"3D9.1C2DE15C42",5/13/2016 23:21:38,5/13/2016 23:21:38,"UGR","UGR",1,1,1,1,,"19","GrandeRonde",2.00,"Up","Upstream",4/28/2016 0:00:00
49,"3D9.1C2DDC4AD7",4/29/2016 10:00:00,4/29/2016 14:55:43,"LGRLDR","GRA",1,1,1,1,,"NA","NA",1.00,"Up","Upstream",4/29/2016 0:00:00
50,"3D9.1C2DDC4AD7",5/14/2016 1:04:51,5/14/2016 1:04:51,"UGR","UGR",1,1,1,1,,"19","GrandeRonde",2.00,"Up","Upstream",4/29/2016 0:00:00
51,"3D9.1C2DDC5A73",4/29/2016 10:00:00,4/29/2016 17:21:51,"LGRLDR","GRA",1,1,1,1,,"NA","NA",1.00,"Up","Upstream",4/29/2016 0:00:00
52,"3D9.1C2DDC64C8",4/29/2016 10:00:00,4/29/2016 11:57:22,"LGRLDR","GRA",1,1,1,1,,"NA","NA",1.00,"Up","Upstream",4/29/2016 0:00:00
53,"3D9.1C2DDC7FDA",4/29/2016 10:00:00,4/29/2016 11:38:50,"LGRLDR","GRA",1,1,1,1,,"NA","NA",1.00,"Up","Upstream",4/29/2016 0:00:00
54,"3D9.1C2DDC8AE3",4/29/2016 10:00:00,4/29/2016 10:26:24,"LGRLDR","GRA",1,1,1,1,,"NA","NA",1.00,"Up","Upstream",4/29/2016 0:00:00
55,"3D9.1C2DDCEBFE",4/29/2016 10:00:00,4/29/2016 18:19:41,"LGRLDR","GRA",1,1,1,1,,"NA","NA",1.00,"Up","Upstream",4/29/2016 0:00:00
56,"3D9.1C2DDCEBFE",5/25/2016 13:22:12,5/25/2016 13:22:12,"LC1","LC1",1,1,1,1,,"12","Lolo",2.00,"Up","Upstream",4/29/2016 0:00:00
57,"3D9.1C2DDCEBFE",5/26/2016 14:12:43,5/26/2016 14:12:43,"LC2","LC2",1,1,1,1,,"12","Lolo",3.00,"Up","Upstream",4/29/2016 0:00:00
58,"3D9.1C2DE0FB97",4/29/2016 10:00:00,4/29/2016 12:39:17,"LGRLDR","GRA",1,1,1,1,,"NA","NA",1.00,"Up","Upstream",4/29/2016 0:00:00
59,"3D9.1C2DE0FB97",5/14/2016 20:16:44,5/14/2016 20:16:44,"UGR","UGR",1,1,1,1,,"19","GrandeRonde",2.00,"Up","Upstream",4/29/2016 0:00:00
60,"3D9.1C2DE13EF3",4/29/2016 10:00:00,4/30/2016 17:07:08,"LGRLDR","GRA",1,1,1,1,,"NA","NA",1.00,"Up","Upstream",4/29/2016 0:00:00
61,"3D9.1C2DDC684E",5/2/2016 10:00:00,5/2/2016 14:11:06,"LGRLDR","GRA",1,1,1,1,,"NA","NA",1.00,"Up","Upstream",5/2/2016 0:00:00
62,"3D9.1C2DDC684E",6/5/2016 21:48:45,6/5/2016 21:48:45,"LLR","LLRB0",1,1,1,1,,"25","Lemhi",2.00,"Up","Upstream",5/2/2016 0:00:00
63,"3D9.1C2DDC684E",6/5/2016 21:49:56,6/5/2016 21:49:56,"LLR","LLRA0",1,1,1,1,,"25","Lemhi",3.00,"Up","Upstream",5/2/2016 0:00:00
64,"3D9.1C2DDC684E",6/13/2016 18:40:03,6/13/2016 18:41:40,"LRW","LRWB0",1,1,1,1,,"25","Lemhi",4.00,"Up","Upstream",5/2/2016 0:00:00
65,"3D9.1C2DDC684E",6/13/2016 18:43:25,6/13/2016 18:43:25,"LRW","LRWA0",1,1,1,1,,"25","Lemhi",5.00,"Up","Upstream",5/2/2016 0:00:00
66,"3D9.1C2DDC82A9",5/2/2016 10:00:00,5/2/2016 21:26:55,"LGRLDR","GRA",1,1,1,1,,"NA","NA",1.00,"Up","Upstream",5/2/2016 0:00:00
67,"3D9.1C2DDCB10B",5/2/2016 10:00:00,5/2/2016 16:32:09,"LGRLDR","GRA",1,1,1,1,,"NA","NA",1.00,"Up","Upstream",5/2/2016 0:00:00
68,"3D9.1C2DDCFC43",5/2/2016 10:00:00,5/2/2016 14:15:26,"LGRLDR","GRA",1,1,1,1,,"NA","NA",1.00,"Up","Upstream",5/2/2016 0:00:00
69,"3D9.1C2DDCFC43",5/19/2016 15:26:18,5/19/2016 15:26:18,"UGR","UGR",1,1,1,1,,"19","GrandeRonde",2.00,"Up","Upstream",5/2/2016 0:00:00
70,"3D9.1C2DDCFC43",6/1/2016 20:45:07,6/1/2016 20:45:07,"CCW","CCWB0",1,1,1,1,,"19","GrandeRonde",3.00,"Up","Upstream",5/2/2016 0:00:00
71,"3D9.1C2DDCFC43",6/1/2016 20:45:10,6/1/2016 21:23:51,"CCW","CCWA0",1,1,1,1,,"19","GrandeRonde",4.00,"Up","Upstream",5/2/2016 0:00:00
72,"3D9.1C2DDCFC43",6/1/2016 21:26:10,6/1/2016 21:26:10,"CCW","CCWB0",1,1,0,1,,"19","GrandeRonde",3.00,"Down","Upstream",5/2/2016 0:00:00
73,"3D9.1C2DDCFC43",6/1/2016 21:56:39,6/1/2016 22:20:23,"CCW","CCWA0",1,1,0,1,,"19","GrandeRonde",4.00,"Up","Upstream",5/2/2016 0:00:00
74,"3D9.1C2DDCFC43",6/1/2016 22:22:20,6/2/2016 18:36:33,"CCW","CCWB0",1,1,0,1,,"19","GrandeRonde",3.00,"Down","Upstream",5/2/2016 0:00:00
75,"3D9.1C2DDCFC43",6/2/2016 18:40:01,6/2/2016 18:54:55,"CCW","CCWA0",1,1,0,1,,"19","GrandeRonde",4.00,"Up","Upstream",5/2/2016 0:00:00
76,"3D9.1C2DDCFC43",6/3/2016 13:00:00,6/3/2016 13:00:00,"CATHEW","CATHEW",1,1,1,1,,"19","GrandeRonde",5.00,"Up","Upstream",5/2/2016 0:00:00
77,"3D9.1C2DDD15EE",5/2/2016 10:00:00,5/2/2016 12:52:20,"LGRLDR","GRA",1,1,1,0,,"NA","NA",1.00,"Up","Upstream",5/2/2016 0:00:00
78,"3D9.1C2DDD15EE",6/4/2016 14:27:00,6/4/2016 14:27:00,"LOOH","LOOKGC",0,0,0,0,,"17","LookingGlass",2.00,"Up","Upstream",5/2/2016 0:00:00
79,"3D9.1C2DDD15EE",7/16/2016 0:38:29,7/16/2016 0:38:29,"WR1","WR1",1,1,1,0,"assigned to WR1","18","Wallowa",2.00,"NA","Downstream",5/2/2016 0:00:00
80,"3D9.1C2DDC426B",5/3/2016 10:00:00,5/3/2016 11:23:55,"LGRLDR","GRA",1,1,1,1,,"NA","NA",1.00,"Up","Upstream",5/3/2016 0:00:00
81,"3D9.1C2DDC426B",5/11/2016 18:52:33,5/11/2016 19:52:06,"SC1","SC1",1,1,1,1,,"13","SFClearwater",2.00,"Up","Upstream",5/3/2016 0:00:00
82,"3D9.1C2DDC7D91",5/3/2016 10:00:00,5/3/2016 11:05:39,"LGRLDR","GRA",1,1,1,1,,"NA","NA",1.00,"Up","Upstream",5/3/2016 0:00:00
83,"3D9.1C2DDC7D91",5/19/2016 7:44:20,5/19/2016 7:44:20,"UGR","UGR",1,1,1,1,,"19","GrandeRonde",2.00,"Up","Upstream",5/3/2016 0:00:00
84,"3D9.1C2DDC7D91",6/1/2016 2:26:27,6/1/2016 2:26:27,"CCW","CCWB0",1,1,1,1,,"19","GrandeRonde",3.00,"Up","Upstream",5/3/2016 0:00:00
85,"3D9.1C2DDC7D91",6/1/2016 2:26:28,6/1/2016 2:38:53,"CCW","CCWA0",1,1,1,1,,"19","GrandeRonde",4.00,"Up","Upstream",5/3/2016 0:00:00
86,"3D9.1C2DDC7D91",6/1/2016 2:42:49,6/1/2016 3:42:28,"CCW","CCWB0",1,1,0,1,,"19","GrandeRonde",3.00,"Down","Upstream",5/3/2016 0:00:00
87,"3D9.1C2DDC7D91",6/1/2016 3:42:32,6/1/2016 3:42:32,"CCW","CCWA0",1,1,0,1,,"19","GrandeRonde",4.00,"Up","Upstream",5/3/2016 0:00:00
88,"3D9.1C2DDC7D91",6/1/2016 13:00:00,6/1/2016 13:00:00,"CATHEW","CATHEW",1,1,1,1,,"19","GrandeRonde",5.00,"Up","Upstream",5/3/2016 0:00:00
89,"3D9.1C2DDC2CE7",5/4/2016 10:00:00,5/4/2016 14:27:03,"LGRLDR","GRA",1,1,1,1,,"NA","NA",1.00,"Up","Upstream",5/4/2016 0:00:00
90,"3D9.1C2DDC31EA",5/4/2016 10:00:00,5/4/2016 14:51:53,"LGRLDR","GRA",1,1,1,1,,"NA","NA",1.00,"Up","Upstream",5/4/2016 0:00:00
91,"3D9.1C2DDC31EA",5/17/2016 21:05:38,5/17/2016 21:05:38,"LC1","LC1",1,1,1,1,,"12","Lolo",2.00,"Up","Upstream",5/4/2016 0:00:00
92,"3D9.1C2DDC31EA",5/18/2016 14:30:31,5/18/2016 14:30:31,"LC2","LC2",1,1,1,1,,"12","Lolo",3.00,"Up","Upstream",5/4/2016 0:00:00
93,"3D9.1C2DDC496E",5/4/2016 10:00:00,5/4/2016 16:31:48,"LGRLDR","GRA",1,1,1,1,,"NA","NA",1.00,"Up","Upstream",5/4/2016 0:00:00
94,"3D9.1C2DDC675A",5/4/2016 10:00:00,5/4/2016 20:08:19,"LGRLDR","GRA",1,1,1,1,,"NA","NA",1.00,"Up","Upstream",5/4/2016 0:00:00
95,"3D9.1C2DDC812B",5/4/2016 10:00:00,5/4/2016 12:32:45,"LGRLDR","GRA",1,1,1,1,,"NA","NA",1.00,"Up","Upstream",5/4/2016 0:00:00
96,"3D9.1C2DDC838C",5/4/2016 10:00:00,5/4/2016 12:10:01,"LGRLDR","GRA",1,1,1,1,,"NA","NA",1.00,"Up","Upstream",5/4/2016 0:00:00
97,"3D9.1C2DDC838C",5/13/2016 14:23:46,5/13/2016 14:23:46,"SC1","SC1",1,1,1,1,,"13","SFClearwater",2.00,"Up","Upstream",5/4/2016 0:00:00
98,"3D9.1C2DDD18A9",5/4/2016 10:00:00,5/4/2016 11:33:02,"LGRLDR","GRA",1,1,1,1,,"NA","NA",1.00,"Up","Upstream",5/4/2016 0:00:00
99,"3D9.1C2DDD18A9",6/8/2016 17:53:16,6/8/2016 17:53:16,"LLR","LLRA0",1,1,1,1,,"25","Lemhi",3.00,"Up","Upstream",5/4/2016 0:00:00
100,"3D9.1C2DDD18A9",8/24/2016 21:52:51,8/24/2016 21:52:51,"HYC","HYCB0",1,1,1,1,,"25","Lemhi",4.00,"Up","Upstream",5/4/2016 0:00:00
101,"3D9.1C2DDD18A9",8/24/2016 21:55:27,8/24/2016 21:55:27,"HYC","HYCA0",1,1,1,1,,"25","Lemhi",5.00,"Up","Upstream",5/4/2016 0:00:00
102,"3D9.1C2DDD43BB",5/4/2016 10:00:00,5/4/2016 17:23:09,"LGRLDR","GRA",1,1,1,1,,"NA","NA",1.00,"Up","Upstream",5/4/2016 0:00:00
103,"3D9.1C2DE11F5E",5/4/2016 10:00:00,5/4/2016 11:32:24,"LGRLDR","GRA",1,1,1,1,,"NA","NA",1.00,"Up","Upstream",5/4/2016 0:00:00
104,"3D9.1C2DE12DC8",5/4/2016 10:00:00,5/4/2016 10:32:12,"LGRLDR","GRA",1,1,1,1,,"NA","NA",1.00,"Up","Upstream",5/4/2016 0:00:00
105,"3D9.1C2DE1330F",5/4/2016 10:00:00,5/4/2016 15:49:37,"LGRLDR","GRA",1,1,1,1,,"NA","NA",1.00,"Up","Upstream",5/4/2016 0:00:00
106,"3D9.1C2DE16F4F",5/4/2016 10:00:00,5/4/2016 15:36:39,"LGRLDR","GRA",1,1,1,1,,"NA","NA",1.00,"Up","Upstream",5/4/2016 0:00:00
107,"3D9.1C2DE16F4F",5/18/2016 18:17:34,5/18/2016 18:17:34,"WR1","WR1",1,1,1,1,,"18","Wallowa",2.00,"Up","Upstream",5/4/2016 0:00:00
108,"3D9.1C2DE17CC6",5/4/2016 10:00:00,5/4/2016 10:38:13,"LGRLDR","GRA",1,1,1,1,,"NA","NA",1.00,"Up","Upstream",5/4/2016 0:00:00
109,"384.3B23A3322D",5/5/2016 10:00:00,5/5/2016 15:28:27,"LGRLDR","GRA",1,1,1,1,,"NA","NA",1.00,"Up","Upstream",5/5/2016 0:00:00
110,"3D9.1C2DDC2DF0",5/5/2016 10:00:00,5/5/2016 15:15:12,"LGRLDR","GRA",1,1,1,1,,"NA","NA",1.00,"Up","Upstream",5/5/2016 0:00:00
111,"3D9.1C2DDC3FDF",5/5/2016 10:00:00,5/5/2016 12:20:08,"LGRLDR","GRA",1,1,1,1,,"NA","NA",1.00,"Up","Upstream",5/5/2016 0:00:00
112,"3D9.1C2DDC4974",5/5/2016 10:00:00,5/5/2016 12:47:49,"LGRLDR","GRA",1,1,1,1,,"NA","NA",1.00,"Up","Upstream",5/5/2016 0:00:00
113,"3D9.1C2DDC4C78",5/5/2016 10:00:00,5/5/2016 12:37:12,"LGRLDR","GRA",1,1,1,1,,"NA","NA",1.00,"Up","Upstream",5/5/2016 0:00:00
114,"3D9.1C2DDC731A",5/5/2016 10:00:00,5/5/2016 10:36:07,"LGRLDR","GRA",1,1,1,1,,"NA","NA",1.00,"Up","Upstream",5/5/2016 0:00:00
115,"3D9.1C2DDC8F03",5/5/2016 10:00:00,5/5/2016 11:25:37,"LGRLDR","GRA",1,1,1,1,,"NA","NA",1.00,"Up","Upstream",5/5/2016 0:00:00
116,"3D9.1C2DDC8F03",5/17/2016 1:31:59,5/17/2016 1:31:59,"UGR","UGR",1,1,1,1,,"19","GrandeRonde",2.00,"Up","Upstream",5/5/2016 0:00:00
117,"3D9.1C2DDC9D5D",5/5/2016 10:00:00,5/6/2016 5:59:57,"LGRLDR","GRA",1,1,1,1,,"NA","NA",1.00,"Up","Upstream",5/5/2016 0:00:00
118,"3D9.1C2DDCB0FC",5/5/2016 10:00:00,5/5/2016 13:37:29,"LGRLDR","GRA",1,1,1,1,,"NA","NA",1.00,"Up","Upstream",5/5/2016 0:00:00
119,"3D9.1C2DDCDF01",5/5/2016 10:00:00,5/5/2016 12:36:34,"LGRLDR","GRA",1,1,1,1,,"NA","NA",1.00,"Up","Upstream",5/5/2016 0:00:00
120,"3D9.1C2DDD569B",5/5/2016 10:00:00,5/5/2016 15:13:39,"LGRLDR","GRA",1,1,1,1,,"NA","NA",1.00,"Up","Upstream",5/5/2016 0:00:00
121,"3D9.1C2DE10117",5/5/2016 9:51:02,5/5/2016 10:00:00,"GRA","GRA",1,1,1,1,,"NA","NA",1.00,"Up","Upstream",5/5/2016 0:00:00
122,"3D9.1C2DE10117",6/7/2016 6:21:55,6/7/2016 6:21:55,"USE","USE",1,1,1,1,,"26","UpperSalmon",2.00,"Up","Upstream",5/5/2016 0:00:00
123,"3D9.1C2DE116B8",5/5/2016 10:00:00,5/5/2016 13:01:28,"LGRLDR","GRA",1,1,1,1,,"NA","NA",1.00,"Up","Upstream",5/5/2016 0:00:00
124,"3D9.1C2DE13307",5/5/2016 10:00:00,5/5/2016 11:46:04,"LGRLDR","GRA",1,1,1,1,,"NA","NA",1.00,"Up","Upstream",5/5/2016 0:00:00
125,"3D9.1C2DE13307",5/31/2016 17:03:00,6/1/2016 13:00:00,"LOOH","LOOKGC",1,1,1,1,,"17","LookingGlass",2.00,"Up","Upstream",5/5/2016 0:00:00
126,"3D9.1C2DE169A3",5/5/2016 10:00:00,5/5/2016 13:39:42,"LGRLDR","GRA",1,1,1,1,,"NA","NA",1.00,"Up","Upstream",5/5/2016 0:00:00
127,"3D9.1C2DE169A3",5/17/2016 6:47:02,5/17/2016 6:50:08,"IR1","IR1",1,1,1,1,,"11","ImnahaRiver",2.00,"Up","Upstream",5/5/2016 0:00:00
128,"3D9.1C2DE169A3",5/28/2016 20:38:43,5/28/2016 20:38:43,"IR3","IR3A0",1,1,1,1,,"11","ImnahaRiver",5.00,"Up","Upstream",5/5/2016 0:00:00
129,"3D9.1C2DDC3EF3",5/6/2016 10:00:00,5/6/2016 12:30:15,"LGRLDR","GRA",1,1,1,1,,"NA","NA",1.00,"Up","Upstream",5/6/2016 0:00:00
130,"3D9.1C2DDC5355",5/6/2016 10:00:00,5/6/2016 16:03:32,"LGRLDR","GRA",1,1,1,1,,"NA","NA",1.00,"Up","Upstream",5/6/2016 0:00:00
131,"3D9.1C2DDC5355",5/24/2016 10:02:16,5/24/2016 10:02:16,"UGR","UGR",1,1,1,1,,"19","GrandeRonde",2.00,"Up","Upstream",5/6/2016 0:00:00
132,"3D9.1C2DDC5355",6/7/2016 4:59:59,6/7/2016 4:59:59,"CCW","CCWB0",1,1,1,1,,"19","GrandeRonde",3.00,"Up","Upstream",5/6/2016 0:00:00
133,"3D9.1C2DDC5355",6/7/2016 5:00:05,6/7/2016 5:10:08,"CCW","CCWA0",1,1,1,1,,"19","GrandeRonde",4.00,"Up","Upstream",5/6/2016 0:00:00
134,"3D9.1C2DDC5355",6/7/2016 5:19:44,6/7/2016 5:19:44,"CCW","CCWB0",1,1,0,1,,"19","GrandeRonde",3.00,"Down","Upstream",5/6/2016 0:00:00
135,"3D9.1C2DDC5355",6/7/2016 5:20:09,6/7/2016 5:20:09,"CCW","CCWA0",1,1,0,1,,"19","GrandeRonde",4.00,"Up","Upstream",5/6/2016 0:00:00
136,"3D9.1C2DDC5355",6/7/2016 13:19:04,6/7/2016 13:19:04,"CCW","CCWB0",1,1,0,1,,"19","GrandeRonde",3.00,"Down","Upstream",5/6/2016 0:00:00
137,"3D9.1C2DDC5355",6/7/2016 13:19:34,6/7/2016 13:29:34,"CCW","CCWA0",1,1,0,1,,"19","GrandeRonde",4.00,"Up","Upstream",5/6/2016 0:00:00
138,"3D9.1C2DDC5355",6/7/2016 13:36:03,6/7/2016 13:36:03,"CCW","CCWB0",1,1,0,1,,"19","GrandeRonde",3.00,"Down","Upstream",5/6/2016 0:00:00
139,"3D9.1C2DDC5355",6/7/2016 13:40:38,6/7/2016 13:40:38,"CCW","CCWA0",1,1,0,1,,"19","GrandeRonde",4.00,"Up","Upstream",5/6/2016 0:00:00
140,"3D9.1C2DDC5355",6/7/2016 13:48:23,6/7/2016 13:48:23,"CCW","CCWB0",1,1,0,1,,"19","GrandeRonde",3.00,"Down","Upstream",5/6/2016 0:00:00
141,"3D9.1C2DDC5355",6/7/2016 13:51:44,6/7/2016 13:51:44,"CCW","CCWA0",1,1,0,1,,"19","GrandeRonde",4.00,"Up","Upstream",5/6/2016 0:00:00
